title,date,wordcount,comments,interactions,images,videos,tags,category,time_since_posted,popularity_score,title_length,has_number,has_emotion,is_question,title_score,sentiment_score,positive,negative,neutral,posted_hour,is_weekday,classified_tags,has_famous_people_tag,has_place_tag,has_event_tag,has_org_tag,has_comments,has_interactions
Người mẫu Kỳ Hân phẫu thuật gãy xương đùi,"Thứ bảy, 5/4/2025, 16:19 (GMT+7)",448.0,0.0,0.0,1.0,0.076220301840545,"['Pickleball', 'Người mẫu Kỳ Hân']",5,307.68333333333334,0.0,9,0,0,0,0.02407203794435162,-0.13417373597621918,0.051526625,0.18570036,0.76277304,16,0,"{'famous_people': ['Pickleball', 'Người mẫu Kỳ Hân'], 'places': [], 'events': [], 'organizations': [], 'others': []}",True,False,False,False,0,0
"Trung Quân Idol, Bùi Anh Tuấn làm album chung","Thứ bảy, 22/2/2025, 09:13 (GMT+7)",576.0,0.6983533452331834,0.7225625610298714,1.0,0.076220301840545,"['Bùi Anh Tuấn', 'album song ca', 'Trung Quân Idol']",5,1322.7833333333333,0.0007521524138295,9,0,0,0,0.02407203794435162,0.4308576285839081,0.45236942,0.021511791,0.5261188,9,0,"{'famous_people': ['Bùi Anh Tuấn', 'Trung Quân Idol'], 'places': [], 'events': [], 'organizations': [], 'others': ['album song ca']}",True,False,False,False,1,1
Avatar 3' tung những cảnh quay đầu tiên,"Thứ sáu, 4/4/2025, 11:32 (GMT+7)",640.0,2.715595077708695,4.918192990597965,2.0,0.076220301840545,"['Mỹ', 'Avatar', 'James Cameron', 'Avatar 3', 'Avatar: Fire and Ash', 'CinemaCon']",5,336.46666666666664,0.0465163401874445,8,1,1,0,0.028905057571526734,0.9782037734985352,0.98167324,0.0034694525,0.014857305,11,1,"{'famous_people': ['Avatar', 'James Cameron', 'CinemaCon'], 'places': ['Mỹ'], 'events': [], 'organizations': [], 'others': ['Avatar 3', 'Avatar: Fire and Ash']}",True,True,False,False,1,1
Ca sĩ Hyomin giấu mặt chồng trong ảnh cưới,"Thứ năm, 13/3/2025, 21:01 (GMT+7)",287.0,1.1117290226882115,2.649274202709376,2.0,0.0,"['T-ara', 'Hyomin', 'Cô dâu\xa0Hyomin']",5,854.9833333333333,0.0048742144489585,9,0,0,0,0.02407203794435162,0.06998620927333832,0.10461175,0.03462554,0.8607627,21,1,"{'famous_people': ['T-ara', 'Hyomin'], 'places': [], 'events': [], 'organizations': [], 'others': ['Cô dâu\xa0Hyomin']}",True,False,False,False,1,1
John & Paul' - câu chuyện tình yêu,"Thứ sáu, 28/3/2025, 16:54 (GMT+7)",775.0,1.637692416600805,2.649274202709376,1.0,0.076220301840545,"['The Beatles', 'John Lennon', 'Paul McCartney', 'Ian Leslie']",5,499.1,0.0105036028941911,8,0,0,0,0.022749137877273663,0.9703953266143799,0.9753514,0.004956042,0.019692583,16,1,"{'famous_people': ['The Beatles', 'Paul McCartney', 'Ian Leslie'], 'places': ['John Lennon'], 'events': [], 'organizations': [], 'others': []}",True,True,False,False,1,1
"Double2T: 'Tôi tích góp xây nhà, mua xe cho bố mẹ'","Thứ ba, 25/2/2025, 06:41 (GMT+7)",1369.875,1.9873141109995491,5.795067455983555,1.0,0.077106371236954,"['Double2T', 'À lôi']",5,1253.3166666666666,0.020923315061049,11,1,0,0,0.02858119381819558,0.8892547488212585,0.90404886,0.014794089,0.08115705,6,1,"{'famous_people': ['Double2T'], 'places': [], 'events': [], 'organizations': [], 'others': ['À lôi']}",True,False,False,False,1,1
Đan Trường hát đón sinh nhật Cẩm Ly,"Thứ hai, 31/3/2025, 14:55 (GMT+7)",748.0,0.6983533452331834,0.7225625610298714,0.0,0.0770073458082065,"['Cẩm Ly', 'Đan Trường']",5,429.0833333333333,0.0022944307935312,8,0,0,0,0.022749137877273663,0.8793253302574158,0.891366,0.0120406775,0.096593305,14,1,"{'famous_people': ['Cẩm Ly', 'Đan Trường'], 'places': [], 'events': [], 'organizations': [], 'others': []}",True,False,False,False,1,1
"Sắc vóc nữ chính phim 'Cha tôi, người ở lại'","Chủ nhật, 23/2/2025, 19:05 (GMT+7)",453.0,2.250109956422129,6.42377217163405,3.5,0.0770073458082065,"['Ngọc Huyền', 'Nguyễn Hoàng Ngọc Huyền', 'Cha tôi người ở lại']",5,1288.9166666666667,0.0274216794809388,10,0,0,0,0.02539493801142958,0.5759905576705933,0.6180149,0.042024326,0.3399608,19,0,"{'famous_people': ['Ngọc Huyền', 'Nguyễn Hoàng Ngọc Huyền'], 'places': [], 'events': [], 'organizations': [], 'others': ['Cha tôi người ở lại']}",True,False,False,False,1,1
Tác giả Australia đoạt giải nhất thi viết về TP HCM,"Thứ bảy, 29/3/2025, 16:08 (GMT+7)",721.0,0.0,0.0,1.0,0.0,"['TP HCM', '50 năm thống nhất']",5,475.8666666666667,0.0,11,0,1,0,0.031010402033072565,0.9655455350875854,0.9709438,0.0053982954,0.023657924,16,0,"{'famous_people': [], 'places': ['Hồ Chí Minh'], 'events': [], 'organizations': [], 'others': ['50 năm thống nhất']}",False,True,False,False,0,0
Phong cách thanh lịch của 'A Châu' Lưu Đào,"Chủ nhật, 6/4/2025, 12:12 (GMT+7)",468.0,2.126768613731478,4.552840451997219,3.5,0.0770073458082065,"['Lưu Đào', 'A Châu', 'Thiên Long Bát Bộ']",5,287.8,0.0408489314284477,9,0,0,0,0.02407203794435162,0.9246338605880737,0.9303971,0.005763248,0.06383976,12,0,"{'famous_people': ['Lưu Đào', 'A Châu'], 'places': [], 'events': [], 'organizations': ['Thiên Long Bát Bộ'], 'others': []}",True,False,False,True,1,1
Công trình kiến trúc nổi tiếng Sài Gòn sau 100 năm,"Thứ tư, 12/3/2025, 10:10 (GMT+7)",902.0,3.146685785651782,8.778530390179588,0.0,0.0,"['Chợ Bến Thành', 'Dinh Độc Lập', 'thương xá Tax', 'khách sạn Majestic', 'Bưu điện Sài Gòn']",5,889.8333333333334,0.068406226967437,11,1,0,0,0.02858119381819558,0.9104870557785034,0.91874796,0.008260876,0.072991095,10,1,"{'famous_people': ['Dinh Độc Lập'], 'places': ['Chợ Bến Thành'], 'events': [], 'organizations': [], 'others': ['thương xá Tax', 'khách sạn Majestic', 'Bưu điện Sài Gòn']}",True,True,False,False,1,1
Biết rộng để hiểu sâu' - tư duy linh hoạt,"Thứ hai, 17/3/2025, 14:57 (GMT+7)",1203.0,2.126768613731478,3.52676838122396,2.0,0.0,"['Range', 'Biết rộng để hiểu sâu', 'David Epstein']",5,765.05,0.0126786802496018,10,0,0,0,0.02539493801142958,0.6760289072990417,0.7282138,0.052184884,0.21960133,14,1,"{'famous_people': ['Range', 'David Epstein'], 'places': [], 'events': [], 'organizations': [], 'others': ['Biết rộng để hiểu sâu']}",True,False,False,False,1,1
Hậu trường chế tạo hầm 250 m quay phim 'Địa đạo',"Thứ tư, 12/3/2025, 19:45 (GMT+7)",737.0,2.9215515696602745,6.853415724871031,1.0,0.077106371236954,"['Thái Hòa', 'Huyện Củ Chi', 'Bùi Thạc Chuyên', 'Địa đạo']",5,880.25,0.0449280242698478,11,1,0,0,0.02858119381819558,0.06340601295232773,0.10248951,0.039083496,0.858427,19,1,"{'famous_people': ['Thái Hòa', 'Bùi Thạc Chuyên'], 'places': [], 'events': [], 'organizations': [], 'others': ['Huyện Củ Chi', 'Địa đạo']}",True,False,False,False,1,1
Vợ diễn viên Công Lý phối đồ với 5 túi hiệu,"Thứ tư, 26/3/2025, 19:00 (GMT+7)",150.0,0.6983533452331834,1.5073080002506245,0.0,0.076220301840545,"['túi hiệu', 'Ngọc Hà Lê', 'vợ Công Lý']",5,545.0,0.0029843885023967,11,1,0,0,0.02858119381819558,0.12252417951822281,0.15343559,0.030911407,0.815653,19,1,"{'famous_people': [], 'places': [], 'events': [], 'organizations': [], 'others': ['túi hiệu', 'Ngọc Hà Lê', 'vợ Công Lý']}",False,False,False,False,1,1
Vợ chồng 'huyền thoại Hollywood' Gene Hackman qua đời,"Thứ năm, 27/2/2025, 17:01 (GMT+7)",509.0,2.637210047541738,8.312130866394568,2.0,0.076220301840545,"['Mỹ', 'diễn viên Gene Hackman']",5,1194.9833333333331,0.0545640641049713,9,0,0,0,0.02407203794435162,0.6091175079345703,0.64060575,0.031488236,0.327906,17,1,"{'famous_people': ['diễn viên Gene Hackman'], 'places': ['Mỹ'], 'events': [], 'organizations': [], 'others': []}",True,True,False,False,1,1
Con đường chính trực' - thay đổi để hạnh phúc,"Thứ ba, 11/3/2025, 00:50 (GMT+7)",687.0,1.407223424814969,3.863170547807127,2.0,0.0,"['Con đường chính trực', 'Martha Beck']",5,923.1666666666666,0.0097067915688901,10,0,0,0,0.02539493801142958,0.5758368372917175,0.7060401,0.13020325,0.16375662,0,1,"{'famous_people': ['Martha Beck'], 'places': [], 'events': [], 'organizations': [], 'others': ['Con đường chính trực']}",True,False,False,False,1,1
Triển lãm hơn 200 bức gốm về Nguyễn Huy Thiệp,"Chủ nhật, 6/4/2025, 05:00 (GMT+7)",803.0,0.0,0.0,3.5,0.0,"['Nguyễn Huy Thiệp', 'Lê Thiết Cương']",5,295.0,0.0,10,1,0,0,0.027258293751117622,0.21404126286506653,0.25859687,0.044555597,0.69684756,5,0,"{'famous_people': ['Nguyễn Huy Thiệp', 'Lê Thiết Cương'], 'places': [], 'events': [], 'organizations': [], 'others': []}",True,False,False,False,0,0
Millie Bobby Brown đáp trả khi bị nói 'già so với tuổi',"Thứ ba, 4/3/2025, 15:42 (GMT+7)",969.0,2.552688360458761,5.835855774503664,2.0,0.076220301840545,"['Mỹ', 'Stranger Things', 'Millie Bobby Brown']",5,1076.3,0.0262499526989879,12,0,0,0,0.02804073814558549,-0.03995447978377342,0.062360685,0.102315165,0.8353242,15,1,"{'famous_people': ['Stranger Things', 'Millie Bobby Brown'], 'places': ['Mỹ'], 'events': [], 'organizations': [], 'others': []}",True,True,False,False,1,1
Loạt áp phích thương hiệu vang bóng một thời,"Thứ ba, 25/2/2025, 00:00 (GMT+7)",583.0,1.9873141109995491,4.46972299807752,3.5,0.076220301840545,"['thương hiệu Việt', 'Phạm Công Luận', 'Sài Gòn - Chợ Lớn']",5,1260.0,0.0113885963052704,9,0,0,0,0.02407203794435162,0.1954333782196045,0.2430717,0.047638323,0.70928997,0,1,"{'famous_people': ['Phạm Công Luận'], 'places': [], 'events': [], 'organizations': [], 'others': ['thương hiệu Việt', 'Sài Gòn - Chợ Lớn']}",True,False,False,False,1,1
Vợ diễn viên Quý Bình: 'Anh có di nguyện không thích sự ồn ào',"Thứ năm, 6/3/2025, 16:05 (GMT+7)",727.0,3.2894834852652206,8.785430745730714,2.0,0.0,['Quý Bình'],5,1027.9166666666667,0.0743891059703854,14,0,0,0,0.030686538279741403,0.036685653030872345,0.14201659,0.10533094,0.75265247,16,1,"{'famous_people': ['Quý Bình'], 'places': [], 'events': [], 'organizations': [], 'others': []}",True,False,False,False,1,1
Tỷ phú Jeff Bezos và cựu MC sẽ cưới ở Venice,"Thứ hai, 31/3/2025, 20:37 (GMT+7)",910.0,1.407223424814969,2.189882754307669,1.0,0.076220301840545,"['Jeff Bezos', 'Lauren Sánchez', 'đám cưới Jeff Bezos']",5,423.3833333333333,0.0088529897557427,11,0,0,0,0.026717838078507535,0.8639450073242188,0.874513,0.010567942,0.11491915,20,1,"{'famous_people': ['Jeff Bezos', 'Lauren Sánchez'], 'places': [], 'events': [], 'organizations': [], 'others': ['đám cưới Jeff Bezos']}",True,False,False,False,1,1
Sao Việt theo đuổi mốt 'doanh nhân thành đạt',"Thứ sáu, 7/3/2025, 19:00 (GMT+7)",358.0,1.8268242635234544,4.382433531327013,3.5,0.076220301840545,"['Thanh Hằng', 'Hồ Ngọc Hà', 'Chi Pu', 'thời trang sao Việt', 'Nguyễn Thúc Thùy Tiên', 'Hoa hậu Đỗ Thị Hà', 'Hoa hậu Huỳnh Trần Ý Nhi', 'Business core']",5,1001.0,0.0129532244876254,9,0,0,0,0.02407203794435162,0.9127089381217957,0.92084885,0.008139927,0.071011186,19,1,"{'famous_people': ['Thanh Hằng', 'Hồ Ngọc Hà', 'Chi Pu', 'Nguyễn Thúc Thùy Tiên'], 'places': [], 'events': [], 'organizations': [], 'others': ['thời trang sao Việt', 'Hoa hậu Đỗ Thị Hà', 'Hoa hậu Huỳnh Trần Ý Nhi', 'Business core']}",True,False,False,False,1,1
"Mâm Xôi Vàng gọi tên Joaquin Phoenix, Lady Gaga","Thứ bảy, 1/3/2025, 11:00 (GMT+7)",888.0,1.8268242635234544,3.4502371172383604,1.0,0.0770073458082065,"['Lady Gaga', 'Mâm Xôi Vàng', 'Joaquin Phoenix', 'Joker (Nhân vật điện ảnh)']",5,1153.0,0.0073796873581437,9,0,0,0,0.02407203794435162,0.9454817175865173,0.9595366,0.014054888,0.026408408,11,0,"{'famous_people': ['Lady Gaga', 'Joaquin Phoenix'], 'places': ['Mâm Xôi Vàng'], 'events': [], 'organizations': [], 'others': ['Joker (Nhân vật điện ảnh)']}",True,True,False,False,1,1
Phụ nữ và phong cảnh trong tranh Nguyễn Gia Trí,"Thứ ba, 1/4/2025, 09:20 (GMT+7)",755.0,1.1117290226882115,1.774039871528818,3.5,0.0,"['tranh sơn mài', 'Nguyễn Gia Trí']",5,410.6666666666667,0.0062037223033244,10,0,0,0,0.02539493801142958,0.07606527209281921,0.10755301,0.031487744,0.86095923,9,1,"{'famous_people': ['Nguyễn Gia Trí'], 'places': [], 'events': [], 'organizations': [], 'others': ['tranh sơn mài']}",True,False,False,False,1,1
Tài tử Kim Soo Hyun kiện gia đình Kim Sae Ron,"Thứ năm, 20/3/2025, 17:46 (GMT+7)",697.0,3.69518910648056,8.763403502712965,2.0,0.0,"['Kim Soo Hyun', 'Kim Sae Ron', 'Scandal Kim Soo Hyun']",5,690.2333333333333,0.0739477150797213,11,0,0,0,0.026717838078507535,0.1270161122083664,0.18259963,0.055583525,0.76181686,17,1,"{'famous_people': ['Kim Soo Hyun', 'Kim Sae Ron', 'Scandal Kim Soo Hyun'], 'places': [], 'events': [], 'organizations': [], 'others': []}",True,False,False,False,1,1
Thảo Vân: 'Tôi vui vì con hiểu chuyện',"Thứ hai, 31/3/2025, 00:00 (GMT+7)",1369.875,2.982348452816055,7.125381323865715,1.0,0.0770073458082065,"['Công Lý', 'MC Thảo Vân']",5,444.0,0.0668560746645332,8,0,0,0,0.022749137877273663,0.8457788228988647,0.8541202,0.008341368,0.13753854,0,1,"{'famous_people': ['MC Thảo Vân'], 'places': [], 'events': [], 'organizations': [], 'others': ['Công Lý']}",True,False,False,False,1,1
Bí quyết giúp Mariah Carey trông trẻ so với tuổi,"Chủ nhật, 30/3/2025, 17:30 (GMT+7)",675.0,1.1117290226882115,3.195766887537684,2.0,0.076220301840545,['Mariah Carey'],5,450.5,0.0121240676809171,10,0,0,0,0.02539493801142958,0.5629341006278992,0.58455455,0.02162043,0.39382502,17,0,"{'famous_people': ['Mariah Carey'], 'places': [], 'events': [], 'organizations': [], 'others': []}",True,False,False,False,1,1
Minh tinh Australia Rose Byrne thắng Gấu Bạc LHP Berlin 2025,"Chủ nhật, 23/2/2025, 12:20 (GMT+7)",740.0,0.0,0.0,3.0,0.0,"['Đức', 'Rose Byrne', 'Liên hoan phim Berlin', ""If I Had Legs I'd Kick You""]",5,1295.6666666666667,0.0,11,1,0,0,0.02858119381819558,0.9545642733573914,0.96615654,0.01159227,0.022251148,12,0,"{'famous_people': ['Đức', 'Rose Byrne'], 'places': [], 'events': [], 'organizations': [], 'others': ['Liên hoan phim Berlin', ""If I Had Legs I'd Kick You""]}",True,False,False,False,0,0
Diễn viên da màu có thể đóng Snape phim 'Harry Potter',"Thứ bảy, 8/3/2025, 10:34 (GMT+7)",858.0,2.250109956422129,4.46972299807752,1.0,0.0770073458082065,"['Harry Potter', 'Paapa Essiedu', 'Severus Snape', 'phim truyền hình Harry Potter']",5,985.4333333333332,0.0153331681122776,11,0,0,0,0.026717838078507535,0.2872147858142853,0.3131974,0.02598263,0.66081995,10,0,"{'famous_people': ['Harry Potter', 'Paapa Essiedu', 'Severus Snape'], 'places': [], 'events': [], 'organizations': [], 'others': ['phim truyền hình Harry Potter']}",True,False,False,False,1,1
"Hoàng Thùy Linh, Đen Vâu ôm nhau ở sự kiện","Thứ bảy, 8/3/2025, 23:37 (GMT+7)",706.0,0.6983533452331834,4.090326720681523,0.0,0.077106371236954,"['TP HCM', 'Hoàng Thùy Linh', 'Đen Vâu']",5,972.3833333333332,0.0092291868587227,10,0,0,0,0.02539493801142958,0.7448101043701172,0.77233595,0.027525818,0.20013827,23,0,"{'famous_people': ['Hoàng Thùy Linh'], 'places': ['Hồ Chí Minh'], 'events': [], 'organizations': [], 'others': ['Đen Vâu']}",True,True,False,False,1,1
Sao đẹp nhất Đài Loan' tôn sắc vóc với đầm dự tiệc,"Thứ năm, 13/3/2025, 08:39 (GMT+7)",441.0,1.407223424814969,4.632189845039805,3.5,0.076220301840545,"['Lâm Chí Linh', 'Sao Hoa ngữ']",5,867.35,0.0153297799049916,12,0,1,0,0.03233330210015052,0.9892706871032715,0.9914248,0.0021541223,0.0064211246,8,1,"{'famous_people': ['Lâm Chí Linh'], 'places': [], 'events': [], 'organizations': [], 'others': ['Sao Hoa ngữ']}",True,False,False,False,1,1
"Dino Vũ, Sơn Đặng lần đầu dự giải chạy đêm TP HCM","Thứ bảy, 22/2/2025, 10:00 (GMT+7)",853.0,0.0,0.0,3.5,0.0,"['VnExpress Marathon', 'VPBank VnExpress Marathon Ho Chi Minh City Midnight']",5,1322.0,0.0,12,0,0,0,0.02804073814558549,0.8202054500579834,0.84556484,0.025359374,0.12907578,10,0,"{'famous_people': ['VnExpress Marathon'], 'places': [], 'events': [], 'organizations': [], 'others': ['VPBank VnExpress Marathon Ho Chi Minh City Midnight']}",True,False,False,False,0,0
Nghệ sĩ Thành Lộc nhận giải Đạo diễn xuất sắc,"Chủ nhật, 23/2/2025, 11:38 (GMT+7)",822.0,3.3752780124309645,8.249664363424536,1.0,0.076220301840545,"['Thành Lộc', 'Hội Nghệ sĩ Sân khấu', 'Giải thưởng sân khấu 2024']",5,1296.3666666666666,0.0535760898830857,10,0,0,0,0.02539493801142958,0.9478815793991089,0.95213336,0.0042517716,0.04361479,11,0,"{'famous_people': ['Thành Lộc', 'Hội Nghệ sĩ Sân khấu'], 'places': [], 'events': [], 'organizations': [], 'others': ['Giải thưởng sân khấu 2024']}",True,False,False,False,1,1
Diễn viên 16 tuổi vụt thành sao nhờ 'Adolescence',"Thứ bảy, 5/4/2025, 08:03 (GMT+7)",749.0,1.8268242635234544,4.46972299807752,2.0,0.076220301840545,"['Stephen Graham', 'Adolescence', 'Owen Cooper']",5,315.95,0.0350661476436787,9,1,0,0,0.02593539368403966,0.9452415704727173,0.953412,0.008170405,0.038417593,8,0,"{'famous_people': ['Stephen Graham', 'Adolescence', 'Owen Cooper'], 'places': [], 'events': [], 'organizations': [], 'others': []}",True,False,False,False,1,1
Thiết kế mô phỏng ngực phụ nữ bị chỉ trích,"Thứ tư, 12/3/2025, 15:05 (GMT+7)",458.0,1.407223424814969,3.4502371172383604,1.0,0.076220301840545,"['Paris', 'Duran Lantink']",5,884.9166666666666,0.008132359586559,10,0,0,0,0.02539493801142958,-0.976936936378479,0.004501765,0.9814387,0.014059464,15,1,"{'famous_people': ['Paris', 'Duran Lantink'], 'places': [], 'events': [], 'organizations': [], 'others': []}",True,False,False,False,1,1
Chuyện tình nghệ sĩ Như Quỳnh và nhiếp ảnh gia,"Thứ tư, 19/3/2025, 00:00 (GMT+7)",1075.0,2.788682474772222,8.529348910929787,3.0,0.0770073458082065,['NSND Như Quỳnh'],5,732.0,0.0694982085228062,10,0,0,0,0.02539493801142958,0.36161965131759644,0.3907706,0.02915096,0.5800784,0,1,"{'famous_people': ['NSND Như Quỳnh'], 'places': [], 'events': [], 'organizations': [], 'others': []}",True,False,False,False,1,1
Tặng vé xem phim Đài Loan 'Thiếu nữ ánh trăng',"Thứ hai, 24/3/2025, 15:18 (GMT+7)",342.0,0.0,0.0,1.0,0.076220301840545,"['Tặng vé độc giả', 'Phim Đài Loan', 'Thiếu nữ ánh trăng']",5,596.7,0.0,10,0,0,0,0.02539493801142958,0.9659189581871033,0.97065485,0.0047358973,0.02460919,15,1,"{'famous_people': [], 'places': [], 'events': [], 'organizations': [], 'others': ['Tặng vé độc giả', 'Phim Đài Loan', 'Thiếu nữ ánh trăng']}",False,False,False,False,0,0
Đấu giá loạt cổ vật gốm sứ,"Thứ bảy, 22/2/2025, 09:00 (GMT+7)",525.0,1.407223424814969,3.100904031451116,3.5,0.0,"['gốm sứ', 'đấu giá cổ vật']",5,1323.0,0.0046128504359124,7,0,0,0,0.021426237810195706,0.7464920282363892,0.7634194,0.016927356,0.21965328,9,0,"{'famous_people': [], 'places': [], 'events': [], 'organizations': [], 'others': ['gốm sứ', 'đấu giá cổ vật']}",False,False,False,False,1,1
La Chí Tường gây xúc động với video đưa mẹ đi chơi,"Thứ sáu, 4/4/2025, 09:26 (GMT+7)",462.0,1.1117290226882115,1.774039871528818,0.0,0.0770073458082065,"['La Chí Tường', 'Bệnh Alzheimer', 'Lương Sơn Bá']",5,338.56666666666666,0.0074567961847178,12,0,0,0,0.02804073814558549,0.7019047737121582,0.7251854,0.02328063,0.25153396,9,1,"{'famous_people': ['La Chí Tường', 'Lương Sơn Bá'], 'places': ['Bệnh Alzheimer'], 'events': [], 'organizations': [], 'others': []}",True,True,False,False,1,1
Lịch sử khai khẩn cao nguyên An Khê,"Chủ nhật, 23/2/2025, 09:00 (GMT+7)",741.0,0.6983533452331834,0.7225625610298714,1.0,0.0,"['sách lịch sử', 'cao nguyên An Khê']",5,1299.0,0.0007658524091332,8,0,0,0,0.022749137877273663,0.07814639806747437,0.13657436,0.058427956,0.8049977,9,0,"{'famous_people': [], 'places': [], 'events': [], 'organizations': [], 'others': ['sách lịch sử', 'cao nguyên An Khê']}",False,False,False,False,1,1
Dàn Anh trai say hi 'bùng nổ' ở concert thứ 5,"Thứ bảy, 22/3/2025, 09:50 (GMT+7)",1018.0,4.224532735474765,8.785430745730714,3.5,0.077106371236954,"['TP HCM', 'Anh trai say hi concert']",5,650.1666666666666,0.0743891059703854,11,1,0,0,0.02858119381819558,0.9910734295845032,0.9928589,0.0017854857,0.0053556883,9,0,"{'famous_people': [], 'places': ['Hồ Chí Minh'], 'events': ['Anh trai say hi concert'], 'organizations': [], 'others': []}",False,True,True,False,1,1
Con trai ca sĩ nhóm Backstreet Boys thi American Idol,"Thứ sáu, 14/3/2025, 19:00 (GMT+7)",776.0,1.407223424814969,2.7753723877738947,1.0,0.0770073458082065,"['Mỹ', 'American Idol', 'Brian Littrell', 'Backstreet Boys']",5,833.0,0.0061094783595429,10,0,0,0,0.02539493801142958,0.14711105823516846,0.17156892,0.02445785,0.8039732,19,1,"{'famous_people': ['American Idol', 'Brian Littrell', 'Backstreet Boys'], 'places': ['Mỹ'], 'events': [], 'organizations': [], 'others': []}",True,True,False,False,1,1
Lưu Hiểu Khánh đóng vai người yêu của tài tử kém 38 tuổi,"Thứ hai, 24/3/2025, 10:12 (GMT+7)",570.0,3.1963873565761647,7.53905729592652,3.0,0.076220301840545,"['Lưu Hiểu Khánh', 'Phim ngắn', 'Hôn nhân ngọt ngào tuổi 50', 'Cảnh Đại Dũng']",5,601.8,0.0649159224857941,13,1,0,0,0.03122699395235149,0.0730612650513649,0.110768035,0.03770677,0.8515252,10,1,"{'famous_people': [], 'places': ['Cảnh Đại Dũng'], 'events': [], 'organizations': [], 'others': ['Lưu Hiểu Khánh', 'Phim ngắn', 'Hôn nhân ngọt ngào tuổi 50']}",False,True,False,False,1,1
Sao 'Bằng chứng thép': Bỏ sĩ diện đi bán chân gà,"Thứ sáu, 7/3/2025, 08:53 (GMT+7)",469.0,3.49256337708216,8.07862024388884,3.0,0.0,"['Bằng chứng thép', 'Diễn viên TVB', 'Sao Hoa ngữ', 'Bao la vùng trời', 'Thái Kỳ Tuấn']",5,1011.1166666666668,0.058877304126358,11,0,0,0,0.026717838078507535,-0.0014070868492126465,0.07433908,0.075746164,0.8499148,8,1,"{'famous_people': ['Diễn viên TVB'], 'places': ['Thái Kỳ Tuấn'], 'events': [], 'organizations': [], 'others': ['Bằng chứng thép', 'Sao Hoa ngữ', 'Bao la vùng trời']}",True,True,False,False,1,1
Hoài Linh đóng 'Làm giàu với ma' phần hai,"Thứ ba, 1/4/2025, 21:11 (GMT+7)",521.0,1.9873141109995491,6.252050959622025,1.0,0.076220301840545,"['Hoài Linh', 'Làm giàu với ma 2']",5,398.81666666666666,0.0551821449807838,9,0,0,0,0.02407203794435162,-0.9448849558830261,0.008812524,0.9536975,0.037489947,21,1,"{'famous_people': ['Hoài Linh'], 'places': [], 'events': [], 'organizations': [], 'others': ['Làm giàu với ma 2']}",True,False,False,False,1,1
Văn Anh: 'Hôn nhân của tôi không có chỗ cho ghen tuông',"Thứ sáu, 14/3/2025, 00:00 (GMT+7)",1369.875,2.360708314405224,6.009433879410565,2.0,0.0770073458082065,"['Tú Vi', 'Văn Anh']",5,852.0,0.0326029740539436,12,0,0,0,0.02804073814558549,0.4190269708633423,0.45432013,0.03529315,0.5103867,0,1,"{'famous_people': ['Tú Vi', 'Văn Anh'], 'places': [], 'events': [], 'organizations': [], 'others': []}",True,False,False,False,1,1
Keanu Reeves tái xuất ở loạt phim 'John Wick',"Thứ tư, 2/4/2025, 12:12 (GMT+7)",610.0,2.126768613731478,4.090326720681523,1.0,0.076220301840545,"['Keanu Reeves', 'John Wick']",5,383.8,0.0282559518021917,9,0,0,0,0.02407203794435162,0.6734094023704529,0.70109344,0.027684018,0.27122262,12,1,"{'famous_people': ['Keanu Reeves'], 'places': ['John Wick'], 'events': [], 'organizations': [], 'others': []}",True,True,False,False,1,1
Yiruma: 'Âm nhạc của tôi mang tính chữa lành',"Thứ sáu, 7/3/2025, 20:25 (GMT+7)",1323.0,1.9873141109995491,4.46972299807752,2.0,0.0770073458082065,"['Hà Anh Tuấn', 'Sketch a Rose', 'Yiruma']",5,999.5833333333334,0.014060292627896,9,0,0,0,0.02407203794435162,0.9239906668663025,0.9428593,0.018868625,0.03827209,20,1,"{'famous_people': ['Hà Anh Tuấn', 'Yiruma'], 'places': [], 'events': [], 'organizations': [], 'others': ['Sketch a Rose']}",True,False,False,False,1,1
Sắc vóc người mẫu đóng nữ du kích trong 'Địa đạo',"Thứ hai, 7/4/2025, 20:00 (GMT+7)",576.0,1.1117290226882115,2.7753723877738947,3.5,0.077106371236954,"['Hồ Thu Anh', 'phim Địa đạo']",5,256.0,0.0160959406598351,11,0,0,0,0.026717838078507535,0.21870794892311096,0.24838813,0.029680181,0.7219317,20,1,"{'famous_people': ['Hồ Thu Anh'], 'places': [], 'events': [], 'organizations': [], 'others': ['phim Địa đạo']}",True,False,False,False,1,1
Phu nhân Thủ tướng Singapore diện áo dài tơ tằm,"Thứ năm, 27/3/2025, 11:08 (GMT+7)",730.0,1.407223424814969,5.795067455983555,2.0,0.0,"['Áo dài', 'Nhà thiết kế Vũ Việt Hà', 'Loo Tze Lui', 'Phu nhân Tổng Bí thư Tô Lâm']",5,528.8666666666667,0.0387586828951562,10,0,0,0,0.02539493801142958,0.5025515556335449,0.54793364,0.045382094,0.4066842,11,1,"{'famous_people': ['Loo Tze Lui'], 'places': [], 'events': [], 'organizations': [], 'others': ['Áo dài', 'Nhà thiết kế Vũ Việt Hà', 'Phu nhân Tổng Bí thư Tô Lâm']}",True,False,False,False,1,1
